GeneSymbol,LFC.ave,regulatory.function,matrix.family,Chromosome,Coverage,Direction,Top10,ori,catogory,Group,Male_biased,Female_biased
MTRF1L,-0.91,none,,3,97,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MTRF1L,-0.889999986,none,,3,107,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MTRR,0.75999999,none,,2,126,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
MTRR,-0.699999988,none,,2,18,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
MTSS1,0.759999991,none,,2,18,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
MTSS1,-0.589999974,none,,2,23,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
MTSS1L,0.77,none,,11,72,1up_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,1,0
MTSS1L,-0.649999976,none,,11,41,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
MTTP,0.610000014,none,,4,17,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
MTTP,-1.059999943,none,,4,30,2dw_LD_H_mtof,Top10.dw,LD_H_mtof,mtof,LD,0,1
MTTP,-0.895,none,,4,390,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MTTP,-0.879999995,none,,4,374,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MTURN,-0.79,none,,2,14,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MTURN,-0.910000026,none,,2,21,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MTUS1,0.610000014,none,,4,14,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
MTUS1,0.706666668,none,,4,10,1up_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,1,0
MTUS1,-0.75999999,none,,4,15,2dw_FW_H_mtof,Top10.dw,FW_H_mtof,mtof,FW,0,1
MTUS1,-0.670000017,none,,4,10,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
MTUS1,-0.870000005,none,,4,36,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MTUS2,0.689999998,none,,1,51,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
MTUS2,0.91,none,,1,19,1up_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,1,0
MTX2,0.639999986,none,,7,27,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
MTX2,-0.540000021,none,,7,14,2dw_FW_H_mtof,,FW_H_mtof,mtof,FW,0,1
MTX3,0.74000001,none,,Z,37,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
MUC16,0.709999979,none,,28,11,1up_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,1,0
MUC16,-0.910000026,none,,28,102,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MUC2,0.790000021,none,,5,11,1up_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,1,0
MUC2,-0.810000002,none,,5,12,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
MUC2,-0.896,none,,5,68,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MUC2,-0.875999999,none,,5,849,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MUC4,0.639999986,none,,9,10,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
MUC4,0.75999999,none,,9,20,1up_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,1,0
MUC4,-0.839999974,none,,9,12,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
MUC4,-0.8775,none,,9,113,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MUC4,-0.895000011,none,,9,112,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MUC5AC,0.61,none,,5,10,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
MUC5AC,-0.709999979,none,,5,10,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
MUC5AC,-0.664999992,none,,5,15,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
MUC5AC,-0.891666667,none,,5,273,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MUC5AC,-0.891666651,none,,5,1323,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MUC5B,0.584999979,none,,5,37,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
MUC5B,-0.9,none,,5,713,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MUC5B,-0.889999986,none,,5,675,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MUC6,0.600000024,none,,5,26,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
MUC6,-0.91,none,,5,632,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MUC6,-0.889999986,none,,5,572,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MUM1,-0.735000015,none,,28,14,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
MUM1,-0.88,none,,28,32,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MUM1,-0.870000005,none,,28,37,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MURC,-0.87,none,,2,21,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MURC,-0.884999991,none,,2,19,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MUSK,0.670000017,none,,Z,16,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
MUSK,0.839999974,none,,Z,40,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
MUSK,1.00999999,none,,Z,102,1up_SDT_H_mtof,Top10.up,SDT_H_mtof,mtof,SDT,1,0
MUSK,0.949999988,none,,Z,44,1up_SD_H_mtof,,SD_H_mtof,mtof,SD,1,0
MUT,0.829999983,none,,3,14,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
MUTYH,0.680000007,none,,8,10,1up_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,1,0
MVB12B,0.85,none,,17,47,1up_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,1,0
MVD,-0.93,none,,11,21,2dw_LDtoNS_H_mtof,Top10.dw,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MVD,-0.994999975,none,,11,10,2dw_SDtoNS_H_mtof,Top10.dw,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MVK,-0.699999988,none,,15,10,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
MVK,-0.87,none,,15,15,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MVK,-0.769999981,none,,15,15,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MX1,-1.024999976,none,,1,13,2dw_CB_H_mtof,Top10.dw,CB_H_mtof,mtof,CB,0,1
MX1,-1.25,none,,1,113,2dw_SDT_H_mtof,Top10.dw,SDT_H_mtof,mtof,SDT,0,1
MX1,-0.9,none,,1,126,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MXD4,0.639999986,TF,V$EBOX,4,18,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
MXD4,0.95,TF,V$EBOX,4,90,1up_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,1,0
MXD4,1.019999981,TF,V$EBOX,4,82,1up_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,1,0
MXI1,0.8,TF,V$EBOX,6,19,1up_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,1,0
MXI1,0.784999996,TF,V$EBOX,6,18,1up_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,1,0
MXRA5,0.74000001,none,,1,10,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
MXRA5,-0.9,none,,1,139,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MXRA5,-0.894999981,none,,1,134,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MXRA8,-0.88,none,,21,53,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MXRA8,-0.899999976,none,,21,52,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MYB,-0.639999986,TF,V$MYBL,3,11,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
MYB,-0.99000001,TF,V$MYBL,3,14,2dw_LD_H_mtof,Top10.dw,LD_H_mtof,mtof,LD,0,1
MYB,-0.90875,TF,V$MYBL,3,191,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MYB,-0.923333347,TF,V$MYBL,3,158,2dw_SDtoNS_H_mtof,Top10.dw,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MYB,-0.866666674,TF,V$MYBL,3,11,2dw_SD_H_mtof,Top10.dw,SD_H_mtof,mtof,SD,0,1
MYBBP1A,0.715000004,TF,"epigenetic factor, transcription cofactor",19,17,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
MYBBP1A,-0.675000012,TF,"epigenetic factor, transcription cofactor",19,17,2dw_FW_H_mtof,,FW_H_mtof,mtof,FW,0,1
MYBBP1A,-0.529999971,TF,"epigenetic factor, transcription cofactor",19,21,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
MYBBP1A,-0.673333347,TF,"epigenetic factor, transcription cofactor",19,43,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
MYBBP1A,-0.87,TF,"epigenetic factor, transcription cofactor",19,14,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MYBBP1A,-0.857500002,TF,"epigenetic factor, transcription cofactor",19,11,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MYBL1,-0.620000005,TF,V$MYBL,2,19,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
MYBL1,-0.670000017,TF,V$MYBL,2,20,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
MYBL1,-0.9,TF,V$MYBL,2,269,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MYBL1,-0.870000005,TF,V$MYBL,2,263,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MYBL2,0.600000024,TF,V$MYBL,20,10,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
MYBL2,0.790000021,TF,V$MYBL,20,10,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
MYBL2,-0.87,TF,V$MYBL,20,87,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MYBL2,-0.920000017,TF,V$MYBL,20,72,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MYBPC1,0.610000014,none,,1A,22,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
MYBPC1,-0.675000012,none,,1A,18,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
MYBPC1,-0.9,none,,1A,374,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MYBPC1,-0.889999986,none,,1A,371,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MYBPC3,-0.689999998,none,,5,36,2dw_CB_H_mtof,Top10.dw,CB_H_mtof,mtof,CB,0,1
MYBPC3,-0.629999995,none,,5,14,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
MYBPC3,-0.9,none,,5,383,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MYBPC3,-0.899999976,none,,5,405,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MYBPC3,-0.769999981,none,,5,19,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
MYBPH,1.360000014,none,,26,134,1up_SDT_H_mtof,Top10.up,SDT_H_mtof,mtof,SDT,1,0
MYBPH,-0.85,none,,26,51,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MYBPH,-0.870000005,none,,26,62,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MYC,-0.89,TF,V$EBOX,2,25,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MYC,-0.875,TF,V$EBOX,2,26,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MYCBP2,0.735000015,none,,1,118,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
MYCBP2,0.87,none,,1,37,1up_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,1,0
MYCBP2,-0.584999979,none,,1,12,2dw_FW_H_mtof,,FW_H_mtof,mtof,FW,0,1
MYCBP2,-0.519999981,none,,1,46,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
MYCBP2,-0.680000007,none,,1,192,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
MYCBP2,-0.779999971,none,,1,26,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
MYCBPAP,0.830000013,none,,18,56,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
MYCBPAP,-0.649999976,none,,18,16,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
MYCBPAP,-0.724999995,none,,18,41,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
MYCBPAP,-0.710000009,none,,18,21,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
MYCL1,-0.89,TF,V$EBOX,23,13,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MYCL1,-0.879999995,TF,V$EBOX,23,11,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MYCN,-0.720000029,TF,V$EBOX,3,13,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
MYCN,-0.72999999,TF,V$EBOX,3,24,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
MYCN,-0.91,TF,V$EBOX,3,29,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MYCN,-0.889999986,TF,V$EBOX,3,33,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MYCT1,-0.89,none,,3,50,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MYCT1,-0.879999995,none,,3,47,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MYD88,-0.689999998,none,,2,13,2dw_CB_H_mtof,Top10.dw,CB_H_mtof,mtof,CB,0,1
MYD88,-0.839999974,none,,2,28,2dw_SDT_H_mtof,Top10.dw,SDT_H_mtof,mtof,SDT,0,1
MYD88,-0.86,none,,2,60,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MYEF2,-0.665000022,TF,V$MEF2,10,41,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
MYEOV2,-0.829999983,none,,9,16,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MYF5,-0.89,TF,V$MYOD,1A,13,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MYF6,-0.87,TF,V$MYOD,1A,33,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MYF6,-0.839999974,TF,V$MYOD,1A,31,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MYH1,0.589999974,none,,18,17,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
MYH1,-0.790000021,none,,18,12,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
MYH1,-0.88,none,,18,165,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MYH1,-0.887500003,none,,18,63,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MYH10,-0.689999998,none,,18,12,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
MYH11,0.600000024,none,,14,16,1up_FW_H_mtof,,FW_H_mtof,mtof,FW,1,0
MYH11,0.769999981,none,,14,41,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
MYH11,0.790000021,none,,14,28,1up_SD_H_mtof,,SD_H_mtof,mtof,SD,1,0
MYH11,-0.649999976,none,,14,21,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
MYH13,0.629999995,none,,18,26,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
MYH13,0.790000021,none,,18,13,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
MYH13,0.844999999,none,,18,22,1up_SD_H_mtof,,SD_H_mtof,mtof,SD,1,0
MYH13,-0.689999998,none,,18,15,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
MYH13,-0.88,none,,18,242,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MYH13,-0.860000014,none,,18,234,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MYH15,-0.89,none,,1,726,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MYH15,-0.889999986,none,,1,682,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MYH2,-0.889999986,none,,18,69,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MYH3,0.655000001,none,,18,22,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
MYH3,-1.399999976,none,,18,10,2dw_FW_H_mtof,Top10.dw,FW_H_mtof,mtof,FW,0,1
MYH3,-0.9,none,,18,534,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MYH3,-0.884999991,none,,18,417,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MYH3,-0.819999993,none,,18,10,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
MYH7,0.649999976,none,,2,10,1up_FW_H_mtof,,FW_H_mtof,mtof,FW,1,0
MYH7,0.639999986,none,,2,30,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
MYH7,-0.670000017,none,,2,10,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
MYH7,-0.879999995,none,,2,348,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MYH7B,-0.89,none,,20,327,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MYH7B,-0.769999981,none,,20,10,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
MYH9,0.560000002,none,,1A,11,1up_FW_H_mtof,,FW_H_mtof,mtof,FW,1,0
MYH9,0.709999979,none,,1A,63,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
MYH9,0.81,none,,1A,30,1up_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,1,0
MYH9,-0.540000021,none,,1A,34,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
MYH9,-0.660000026,none,,1A,111,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
MYL1,-0.8775,none,,7,71,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MYL1,-0.889999986,none,,7,95,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MYL10,-0.88,none,,19,102,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MYL10,-0.875,none,,19,119,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MYL2,-0.88,none,,15,50,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MYL2,-0.920000017,none,,15,59,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MYL3,-0.91,none,,2,56,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MYL3,-0.879999995,none,,2,58,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MYL4,0.689999998,none,,27,14,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
MYL4,-0.87,none,,27,13,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MYL4,-0.870000005,none,,27,36,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MYL4,-0.810000002,none,,27,28,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
MYL9,1.049999952,none,,2,18,1up_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,1,0
MYLIP,-0.639999986,none,,2,11,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
MYLK,0.74000001,none,,7,12,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
MYLK,0.649999976,none,,7,26,1up_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,1,0
MYLK,-0.529999971,none,,7,34,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
MYLK,-0.8,none,,7,18,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MYLK2,-0.87,none,,20,14,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MYLK2,-0.860000014,none,,20,20,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MYLK3,0.849999994,none,,11,100,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
MYLK3,-0.659999997,none,,11,33,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
MYLK3,-0.675000012,none,,11,13,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
MYLK3,-0.899999976,none,,11,84,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MYLK4,-0.89,none,,2,214,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MYLK4,-0.884999991,none,,2,187,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MYNN,-0.594999999,none,,9,23,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
MYNN,-0.88,none,,9,43,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MYNN,-0.875,none,,9,39,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MYO10,-0.720000029,none,,2,65,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
MYO10,-0.709999979,none,,2,187,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
MYO10,-0.88,none,,2,407,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MYO10,-0.870000005,none,,2,452,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MYO10,-0.850000024,none,,2,11,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
MYO15A,0.569999993,none,,18,11,1up_FW_H_mtof,,FW_H_mtof,mtof,FW,1,0
MYO15A,0.800000012,none,,14,15,1up_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,1,0
MYO15A,-0.86,none,,14,121,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MYO15A,-0.699999988,none,,18,14,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
MYO15B,0.745000019,none,,18,22,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
MYO15B,0.839999974,none,,18,15,1up_SDT_H_mtof,Top10.up,SDT_H_mtof,mtof,SDT,1,0
MYO15B,-0.8825,none,,18,252,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MYO15B,-0.872500003,none,,18,239,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MYO16,0.74000001,none,,1,28,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
MYO16,-0.50999999,none,,1,142,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
MYO16,-0.694999993,none,,1,387,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
MYO16,-0.86500001,none,,1,293,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MYO18B,0.529999971,none,,15,13,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
MYO18B,0.689999998,none,,15,22,1up_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,1,0
MYO19,0.790000021,none,,19,81,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
MYO19,0.95,none,,19,18,1up_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,1,0
MYO19,-0.644999981,none,,19,44,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
MYO19,-0.724999995,none,,19,18,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
MYO1B,-0.850000024,none,,7,17,2dw_FW_H_mtof,Top10.dw,FW_H_mtof,mtof,FW,0,1
MYO1B,-0.569999993,none,,7,13,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
MYO1B,-0.779999971,none,,7,39,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
MYO1B,-0.655000001,none,,7,82,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
MYO1B,-0.8725,none,,7,254,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
MYO1B,-0.910000026,none,,7,303,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
MYO1B,-0.660000026,none,,7,42,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
MYO1C,0.685000003,none,,19,12,1up_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,1,0
MYO1C,-0.579999983,none,,19,29,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
